,tl,tm,tr,ml,mm,mr,bl,bm,br,result
3493,-,o,-,-,-,x,-,-,o,draw
3494,-,o,-,-,-,x,-,o,x,owin
3495,-,o,-,-,-,x,-,o,-,xwin
3496,-,o,-,-,-,x,o,x,-,owin
3497,-,o,-,-,-,x,o,x,o,draw
3498,-,o,-,-,-,x,o,-,x,owin
3499,-,o,-,-,-,x,o,-,-,draw
3500,-,o,-,-,-,x,o,o,x,xwin
3501,-,o,-,-,-,-,x,x,o,owin
3502,-,o,-,-,-,-,x,-,-,owin
3503,-,o,-,-,-,-,x,-,o,draw
3504,-,o,-,-,-,-,x,o,x,owin
3505,-,o,-,-,-,-,x,o,-,xwin
3506,-,o,-,-,-,-,-,x,-,draw
3507,-,o,-,-,-,-,-,x,o,draw
3508,-,o,-,-,-,-,-,-,x,owin
3509,-,o,-,-,-,-,-,-,-,draw
3510,-,o,-,-,-,-,-,o,x,xwin
3511,-,o,-,-,-,-,o,x,x,owin
3512,-,o,-,-,-,-,o,x,-,draw
3513,-,o,-,-,-,-,o,-,x,draw
3514,-,o,-,-,-,o,x,x,-,owin
3515,-,o,-,-,-,o,x,x,o,owin
3516,-,o,-,-,-,o,x,-,x,xwin
3517,-,o,-,-,-,o,x,-,-,xwin
3518,-,o,-,-,-,o,x,o,x,xwin
3519,-,o,-,-,-,o,-,x,x,owin
3520,-,o,-,-,-,o,-,x,-,draw
3521,-,o,-,-,-,o,-,-,x,xwin
3522,-,o,-,-,-,o,o,x,x,owin
3523,-,o,-,-,o,x,x,x,o,owin
3524,-,o,-,-,o,x,x,-,-,owin
3525,-,o,-,-,o,x,x,-,o,owin
3526,-,o,-,-,o,x,x,o,x,owin
3527,-,o,-,-,o,x,x,o,-,owin
3528,-,o,-,-,o,x,-,x,-,owin
3529,-,o,-,-,o,x,-,x,o,draw
3530,-,o,-,-,o,x,-,-,x,owin
3531,-,o,-,-,o,x,-,-,-,owin
3532,-,o,-,-,o,x,-,o,x,owin
3533,-,o,-,-,o,x,o,x,x,owin
3534,-,o,-,-,o,x,o,x,-,draw
3535,-,o,-,-,o,x,o,-,x,xwin
3536,-,o,-,-,o,-,x,x,-,draw
3537,-,o,-,-,o,-,x,x,o,draw
3538,-,o,-,-,o,-,x,-,x,owin
3539,-,o,-,-,o,-,x,-,-,draw
3540,-,o,-,-,o,-,x,o,x,owin
3541,-,o,-,-,o,-,-,x,x,draw
3542,-,o,-,-,o,-,-,x,-,draw
3543,-,o,-,-,o,-,-,-,x,draw
3544,-,o,-,-,o,-,o,x,x,draw
3545,-,o,-,-,o,o,x,x,x,xwin
3546,-,o,-,-,o,o,x,x,-,xwin
3547,-,o,-,-,o,o,x,-,x,xwin
3548,-,o,-,-,o,o,-,x,x,xwin
3549,-,o,-,o,x,x,x,-,o,draw
3550,-,o,-,o,x,x,x,o,-,draw
3551,-,o,-,o,x,x,x,o,o,xwin
3552,-,o,-,o,x,x,-,x,o,owin
3553,-,o,-,o,x,x,-,-,-,owin
3554,-,o,-,o,x,x,-,-,o,draw
3555,-,o,-,o,x,x,-,o,x,xwin
3556,-,o,-,o,x,x,-,o,-,xwin
3557,-,o,-,o,x,x,o,x,-,owin
3558,-,o,-,o,x,x,o,x,o,draw
3559,-,o,-,o,x,x,o,-,x,owin
3560,-,o,-,o,x,x,o,-,-,draw
3561,-,o,-,o,x,x,o,o,x,xwin
3562,-,o,-,o,x,-,x,x,o,owin
3563,-,o,-,o,x,-,x,-,-,draw
3564,-,o,-,o,x,-,x,-,o,xwin
3565,-,o,-,o,x,-,x,o,x,xwin
3566,-,o,-,o,x,-,x,o,-,xwin
3567,-,o,-,o,x,-,-,x,-,owin
3568,-,o,-,o,x,-,-,x,o,draw
3569,-,o,-,o,x,-,-,-,x,owin
3570,-,o,-,o,x,-,-,-,-,draw
3571,-,o,-,o,x,-,-,o,x,xwin
3572,-,o,-,o,x,-,o,x,x,owin
3573,-,o,-,o,x,-,o,x,-,draw
3574,-,o,-,o,x,-,o,-,x,xwin
3575,-,o,-,o,x,o,x,x,-,xwin
3576,-,o,-,o,x,o,x,x,o,xwin
3577,-,o,-,o,x,o,x,-,x,xwin
3578,-,o,-,o,x,o,x,-,-,xwin
3579,-,o,-,o,x,o,x,o,x,xwin
3580,-,o,-,o,x,o,-,x,x,xwin
3581,-,o,-,o,x,o,-,x,-,xwin
3582,-,o,-,o,x,o,-,-,x,xwin
3583,-,o,-,o,x,o,o,x,x,xwin
3584,-,o,-,o,-,x,x,x,o,owin
3585,-,o,-,o,-,x,x,-,-,draw
3586,-,o,-,o,-,x,x,-,o,draw
3587,-,o,-,o,-,x,x,o,x,owin
3588,-,o,-,o,-,x,x,o,-,draw
3589,-,o,-,o,-,x,-,x,-,owin
3590,-,o,-,o,-,x,-,x,o,draw
3591,-,o,-,o,-,x,-,-,x,owin
3592,-,o,-,o,-,x,-,-,-,draw
3593,-,o,-,o,-,x,-,o,x,xwin
3594,-,o,-,o,-,x,o,x,x,owin
3595,-,o,-,o,-,x,o,x,-,draw
3596,-,o,-,o,-,x,o,-,x,xwin
3597,-,o,-,o,-,-,x,x,-,owin
3598,-,o,-,o,-,-,x,x,o,owin
3599,-,o,-,o,-,-,x,-,x,xwin
3600,-,o,-,o,-,-,x,-,-,xwin
3601,-,o,-,o,-,-,x,o,x,xwin
3602,-,o,-,o,-,-,-,x,x,owin
3603,-,o,-,o,-,-,-,x,-,draw
3604,-,o,-,o,-,-,-,-,x,xwin
3605,-,o,-,o,-,-,o,x,x,owin
3606,-,o,-,o,-,o,x,x,x,xwin
3607,-,o,-,o,-,o,x,x,-,xwin
3608,-,o,-,o,-,o,x,-,x,xwin
3609,-,o,-,o,-,o,-,x,x,xwin
3610,-,o,-,o,o,x,x,x,-,draw
3611,-,o,-,o,o,x,x,x,o,draw
3612,-,o,-,o,o,x,x,-,x,owin
3613,-,o,-,o,o,x,x,-,-,draw
3614,-,o,-,o,o,x,x,o,x,owin
3615,-,o,-,o,o,x,-,x,x,xwin
3616,-,o,-,o,o,x,-,x,-,xwin
3617,-,o,-,o,o,x,-,-,x,xwin
3618,-,o,-,o,o,x,o,x,x,xwin
3619,-,o,-,o,o,-,x,x,x,xwin
3620,-,o,-,o,o,-,x,x,-,xwin
3621,-,o,-,o,o,-,x,-,x,xwin
3622,-,o,-,o,o,-,-,x,x,xwin
3623,-,o,o,x,x,x,x,o,o,xwin
3624,-,o,o,x,x,x,-,-,o,xwin
3625,-,o,o,x,x,x,-,o,-,xwin
3626,-,o,o,x,x,x,-,o,o,xwin
3627,-,o,o,x,x,x,o,x,o,xwin
3628,-,o,o,x,x,x,o,-,-,xwin
3629,-,o,o,x,x,x,o,-,o,xwin
3630,-,o,o,x,x,x,o,o,x,xwin
3631,-,o,o,x,x,x,o,o,-,xwin
3632,-,o,o,x,x,-,x,-,o,owin
3633,-,o,o,x,x,-,x,o,-,owin
3634,-,o,o,x,x,-,x,o,o,xwin
3635,-,o,o,x,x,-,-,x,o,owin
3636,-,o,o,x,x,-,-,-,-,owin
3637,-,o,o,x,x,-,-,-,o,xwin
3638,-,o,o,x,x,-,-,o,x,owin
3639,-,o,o,x,x,-,-,o,-,xwin
3640,-,o,o,x,x,-,o,x,-,owin
3641,-,o,o,x,x,-,o,x,o,xwin
3642,-,o,o,x,x,-,o,-,x,owin
3643,-,o,o,x,x,-,o,-,-,xwin
3644,-,o,o,x,x,-,o,o,x,xwin
3645,-,o,o,x,x,o,x,x,o,owin
3646,-,o,o,x,x,o,x,-,-,owin
3647,-,o,o,x,x,o,x,-,o,owin
3648,-,o,o,x,x,o,x,o,x,owin
3649,-,o,o,x,x,o,x,o,-,xwin
3650,-,o,o,x,x,o,-,x,-,owin
3651,-,o,o,x,x,o,-,x,o,owin
3652,-,o,o,x,x,o,-,-,x,owin
3653,-,o,o,x,x,o,-,-,-,owin
3654,-,o,o,x,x,o,-,o,x,xwin
3655,-,o,o,x,x,o,o,x,x,owin
3656,-,o,o,x,x,o,o,x,-,owin
3657,-,o,o,x,x,o,o,-,x,xwin
3658,-,o,o,x,-,x,x,-,o,owin
3659,-,o,o,x,-,x,x,o,-,owin
3660,-,o,o,x,-,x,x,o,o,xwin
3661,-,o,o,x,-,x,-,x,o,owin
3662,-,o,o,x,-,x,-,-,-,owin
3663,-,o,o,x,-,x,-,-,o,xwin
3664,-,o,o,x,-,x,-,o,x,owin
3665,-,o,o,x,-,x,-,o,-,xwin
3666,-,o,o,x,-,x,o,x,-,owin
3667,-,o,o,x,-,x,o,x,o,xwin
3668,-,o,o,x,-,x,o,-,x,owin
3669,-,o,o,x,-,x,o,-,-,xwin
3670,-,o,o,x,-,x,o,o,x,xwin
3671,-,o,o,x,-,-,x,x,o,owin
3672,-,o,o,x,-,-,x,-,-,owin
3673,-,o,o,x,-,-,x,-,o,xwin
3674,-,o,o,x,-,-,x,o,x,owin
3675,-,o,o,x,-,-,x,o,-,xwin
3676,-,o,o,x,-,-,-,x,-,owin
3677,-,o,o,x,-,-,-,x,o,owin
3678,-,o,o,x,-,-,-,-,x,owin
3679,-,o,o,x,-,-,-,-,-,xwin
3680,-,o,o,x,-,-,-,o,x,owin
3681,-,o,o,x,-,-,o,x,x,owin
3682,-,o,o,x,-,-,o,x,-,owin
3683,-,o,o,x,-,-,o,-,x,owin
3684,-,o,o,x,-,o,x,x,-,owin
3685,-,o,o,x,-,o,x,x,o,owin
3686,-,o,o,x,-,o,x,-,x,owin
3687,-,o,o,x,-,o,x,-,-,xwin
3688,-,o,o,x,-,o,x,o,x,xwin
3689,-,o,o,x,-,o,-,x,x,owin
3690,-,o,o,x,-,o,-,x,-,owin
3691,-,o,o,x,-,o,-,-,x,xwin
3692,-,o,o,x,-,o,o,x,x,owin
3693,-,o,o,x,o,x,x,x,o,owin
3694,-,o,o,x,o,x,x,-,-,owin
3695,-,o,o,x,o,x,x,-,o,xwin
3696,-,o,o,x,o,x,x,o,x,owin
3697,-,o,o,x,o,x,x,o,-,owin
3698,-,o,o,x,o,x,-,x,-,owin
3699,-,o,o,x,o,x,-,x,o,owin
3700,-,o,o,x,o,x,-,-,x,owin
3701,-,o,o,x,o,x,-,-,-,owin
3702,-,o,o,x,o,x,-,o,x,owin
3703,-,o,o,x,o,x,o,x,x,owin
3704,-,o,o,x,o,x,o,x,-,owin
3705,-,o,o,x,o,x,o,-,x,owin
3706,-,o,o,x,o,-,x,x,-,owin
3707,-,o,o,x,o,-,x,x,o,xwin
3708,-,o,o,x,o,-,x,-,x,owin
3709,-,o,o,x,o,-,x,-,-,xwin
3710,-,o,o,x,o,-,x,o,x,owin
3711,-,o,o,x,o,-,-,x,x,owin
3712,-,o,o,x,o,-,-,x,-,owin
3713,-,o,o,x,o,-,-,-,x,owin
3714,-,o,o,x,o,-,o,x,x,owin
3715,-,o,o,x,o,o,x,x,x,xwin
3716,-,o,o,x,o,o,x,x,-,xwin
3717,-,o,o,x,o,o,x,-,x,xwin
3718,-,o,o,x,o,o,-,x,x,xwin
3719,-,o,o,-,x,x,x,-,o,owin
3720,-,o,o,-,x,x,x,o,-,owin
3721,-,o,o,-,x,x,x,o,o,xwin
3722,-,o,o,-,x,x,-,x,o,owin
3723,-,o,o,-,x,x,-,-,-,owin
3724,-,o,o,-,x,x,-,-,o,xwin
3725,-,o,o,-,x,x,-,o,x,owin
3726,-,o,o,-,x,x,-,o,-,xwin
3727,-,o,o,-,x,x,o,x,-,owin
3728,-,o,o,-,x,x,o,x,o,xwin
3729,-,o,o,-,x,x,o,-,x,owin
3730,-,o,o,-,x,x,o,-,-,xwin
3731,-,o,o,-,x,x,o,o,x,xwin
3732,-,o,o,-,x,-,x,x,o,owin
3733,-,o,o,-,x,-,x,-,-,owin
3734,-,o,o,-,x,-,x,-,o,owin
3735,-,o,o,-,x,-,x,o,x,owin
3736,-,o,o,-,x,-,x,o,-,xwin
3737,-,o,o,-,x,-,-,x,-,owin
3738,-,o,o,-,x,-,-,x,o,owin
3739,-,o,o,-,x,-,-,-,x,owin
3740,-,o,o,-,x,-,-,-,-,draw
3741,-,o,o,-,x,-,-,o,x,xwin
3742,-,o,o,-,x,-,o,x,x,owin
3743,-,o,o,-,x,-,o,x,-,draw
3744,-,o,o,-,x,-,o,-,x,xwin
3745,-,o,o,-,x,o,x,x,-,owin
3746,-,o,o,-,x,o,x,x,o,owin
3747,-,o,o,-,x,o,x,-,x,owin
3748,-,o,o,-,x,o,x,-,-,owin
3749,-,o,o,-,x,o,x,o,x,xwin
3750,-,o,o,-,x,o,-,x,x,owin
3751,-,o,o,-,x,o,-,x,-,owin
3752,-,o,o,-,x,o,-,-,x,xwin
3753,-,o,o,-,x,o,o,x,x,xwin
3754,-,o,o,-,-,x,x,x,o,owin
3755,-,o,o,-,-,x,x,-,-,owin
3756,-,o,o,-,-,x,x,-,o,draw
3757,-,o,o,-,-,x,x,o,x,owin
3758,-,o,o,-,-,x,x,o,-,owin
3759,-,o,o,-,-,x,-,x,-,owin
3760,-,o,o,-,-,x,-,x,o,draw
3761,-,o,o,-,-,x,-,-,x,owin
3762,-,o,o,-,-,x,-,-,-,owin
3763,-,o,o,-,-,x,-,o,x,owin
3764,-,o,o,-,-,x,o,x,x,owin
3765,-,o,o,-,-,x,o,x,-,owin
3766,-,o,o,-,-,x,o,-,x,owin
3767,-,o,o,-,-,-,x,x,-,owin
3768,-,o,o,-,-,-,x,x,o,owin
3769,-,o,o,-,-,-,x,-,x,owin
3770,-,o,o,-,-,-,x,-,-,xwin
3771,-,o,o,-,-,-,x,o,x,owin
3772,-,o,o,-,-,-,-,x,x,owin
3773,-,o,o,-,-,-,-,x,-,draw
3774,-,o,o,-,-,-,-,-,x,owin
3775,-,o,o,-,-,-,o,x,x,owin
3776,-,o,o,-,-,o,x,x,x,xwin
3777,-,o,o,-,-,o,x,x,-,xwin
3778,-,o,o,-,-,o,x,-,x,xwin
3779,-,o,o,-,-,o,-,x,x,xwin
3780,-,o,o,-,o,x,x,x,-,owin
3781,-,o,o,-,o,x,x,x,o,draw
3782,-,o,o,-,o,x,x,-,x,owin
3783,-,o,o,-,o,x,x,-,-,owin
3784,-,o,o,-,o,x,x,o,x,owin
3785,-,o,o,-,o,x,-,x,x,owin
3786,-,o,o,-,o,x,-,x,-,owin
3787,-,o,o,-,o,x,-,-,x,owin
3788,-,o,o,-,o,x,o,x,x,owin
3789,-,o,o,-,o,-,x,x,x,xwin
3790,-,o,o,-,o,-,x,x,-,xwin
3791,-,o,o,-,o,-,x,-,x,xwin
3792,-,o,o,-,o,-,-,x,x,xwin
3793,-,o,o,-,o,o,x,x,x,xwin
3794,-,o,o,o,x,x,x,x,o,owin
3795,-,o,o,o,x,x,x,-,-,owin
3796,-,o,o,o,x,x,x,-,o,draw
3797,-,o,o,o,x,x,x,o,x,owin
3798,-,o,o,o,x,x,x,o,-,draw
3799,-,o,o,o,x,x,-,x,-,owin
3800,-,o,o,o,x,x,-,x,o,draw
3801,-,o,o,o,x,x,-,-,x,owin
3802,-,o,o,o,x,x,-,-,-,draw
3803,-,o,o,o,x,x,-,o,x,xwin
3804,-,o,o,o,x,x,o,x,x,owin
3805,-,o,o,o,x,x,o,x,-,draw
3806,-,o,o,o,x,x,o,-,x,xwin
3807,-,o,o,o,x,-,x,x,-,owin
3808,-,o,o,o,x,-,x,x,o,owin
3809,-,o,o,o,x,-,x,-,x,owin
3810,-,o,o,o,x,-,x,-,-,draw
3811,-,o,o,o,x,-,x,o,x,xwin
3812,-,o,o,o,x,-,-,x,x,owin
3813,-,o,o,o,x,-,-,x,-,draw
3814,-,o,o,o,x,-,-,-,x,xwin
3815,-,o,o,o,x,-,o,x,x,xwin
3816,-,o,o,o,x,o,x,x,x,xwin
3817,-,o,o,o,x,o,x,x,-,xwin
3818,-,o,o,o,x,o,x,-,x,xwin
3819,-,o,o,o,x,o,-,x,x,xwin
3820,-,o,o,o,-,x,x,x,-,owin
3821,-,o,o,o,-,x,x,x,o,draw
3822,-,o,o,o,-,x,x,-,x,owin
3823,-,o,o,o,-,x,x,-,-,draw
3824,-,o,o,o,-,x,x,o,x,owin
3825,-,o,o,o,-,x,-,x,x,owin
3826,-,o,o,o,-,x,-,x,-,draw
3827,-,o,o,o,-,x,-,-,x,owin
3828,-,o,o,o,-,x,o,x,x,owin
3829,-,o,o,o,-,-,x,x,x,xwin
3830,-,o,o,o,-,-,x,x,-,xwin
3831,-,o,o,o,-,-,x,-,x,xwin
3832,-,o,o,o,-,-,-,x,x,xwin
3833,-,o,o,o,-,o,x,x,x,xwin
3834,-,o,o,o,o,x,x,x,x,xwin
3835,-,o,o,o,o,x,x,x,-,xwin
3836,-,o,o,o,o,x,x,-,x,xwin
3837,-,o,o,o,o,x,-,x,x,xwin
3838,-,o,o,o,o,-,x,x,x,xwin
3839,o,x,x,x,x,-,o,o,o,owin
3840,o,x,x,x,x,o,-,o,o,owin
3841,o,x,x,x,x,o,o,-,o,owin
3842,o,x,x,x,x,o,o,o,-,owin
3843,o,x,x,x,x,o,o,o,o,owin
3844,o,x,x,x,-,x,o,o,o,owin
3845,o,x,x,x,-,-,-,o,o,owin
3846,o,x,x,x,-,-,o,-,o,owin
3847,o,x,x,x,-,-,o,o,-,owin
3848,o,x,x,x,-,-,o,o,o,owin
3849,o,x,x,x,-,o,x,o,o,owin
3850,o,x,x,x,-,o,-,-,o,owin
3851,o,x,x,x,-,o,-,o,-,owin
3852,o,x,x,x,-,o,-,o,o,owin
3853,o,x,x,x,-,o,o,x,o,owin
3854,o,x,x,x,-,o,o,-,-,owin
3855,o,x,x,x,-,o,o,-,o,owin
3856,o,x,x,x,-,o,o,o,x,draw
3857,o,x,x,x,-,o,o,o,-,draw
3858,o,x,x,x,o,x,-,o,o,owin
3859,o,x,x,x,o,x,o,-,o,owin
3860,o,x,x,x,o,x,o,o,-,owin
3861,o,x,x,x,o,x,o,o,o,owin
3862,o,x,x,x,o,-,x,o,o,owin
3863,o,x,x,x,o,-,-,-,o,owin
3864,o,x,x,x,o,-,-,o,-,owin
3865,o,x,x,x,o,-,-,o,o,owin
3866,o,x,x,x,o,-,o,x,o,owin
3867,o,x,x,x,o,-,o,-,-,owin
3868,o,x,x,x,o,-,o,-,o,owin
3869,o,x,x,x,o,-,o,o,x,draw
3870,o,x,x,x,o,-,o,o,-,draw
3871,o,x,x,x,o,o,x,-,o,owin
3872,o,x,x,x,o,o,x,o,-,owin
3873,o,x,x,x,o,o,x,o,o,owin
3874,o,x,x,x,o,o,-,x,o,owin
3875,o,x,x,x,o,o,-,-,-,owin
3876,o,x,x,x,o,o,-,-,o,owin
3877,o,x,x,x,o,o,-,o,x,draw
3878,o,x,x,x,o,o,-,o,-,draw
3879,o,x,x,x,o,o,o,x,-,owin
3880,o,x,x,x,o,o,o,x,o,owin
3881,o,x,x,x,o,o,o,-,x,draw
3882,o,x,x,x,o,o,o,-,-,draw
3883,o,x,x,x,o,o,o,o,x,draw
3884,o,x,x,-,x,x,o,o,o,owin
3885,o,x,x,-,x,-,-,o,o,owin
3886,o,x,x,-,x,-,o,-,o,owin
3887,o,x,x,-,x,-,o,o,-,owin
3888,o,x,x,-,x,-,o,o,o,owin
3889,o,x,x,-,x,o,x,o,o,xwin
3890,o,x,x,-,x,o,-,-,o,xwin
3891,o,x,x,-,x,o,-,o,-,owin
3892,o,x,x,-,x,o,-,o,o,xwin
3893,o,x,x,-,x,o,o,x,o,xwin
3894,o,x,x,-,x,o,o,-,-,owin
3895,o,x,x,-,x,o,o,-,o,xwin
3896,o,x,x,-,x,o,o,o,x,owin
3897,o,x,x,-,x,o,o,o,-,owin
3898,o,x,x,-,-,x,-,o,o,owin
3899,o,x,x,-,-,x,o,-,o,owin
3900,o,x,x,-,-,x,o,o,-,owin
3901,o,x,x,-,-,x,o,o,o,owin
3902,o,x,x,-,-,-,x,o,o,owin
3903,o,x,x,-,-,-,-,-,o,owin
3904,o,x,x,-,-,-,-,o,-,owin
3905,o,x,x,-,-,-,-,o,o,owin
3906,o,x,x,-,-,-,o,x,o,owin
3907,o,x,x,-,-,-,o,-,-,owin
3908,o,x,x,-,-,-,o,-,o,owin
3909,o,x,x,-,-,-,o,o,x,owin
3910,o,x,x,-,-,-,o,o,-,owin
3911,o,x,x,-,-,o,x,-,o,owin
3912,o,x,x,-,-,o,x,o,-,owin
3913,o,x,x,-,-,o,x,o,o,xwin
3914,o,x,x,-,-,o,-,x,o,owin
3915,o,x,x,-,-,o,-,-,-,owin
3916,o,x,x,-,-,o,-,-,o,xwin
3917,o,x,x,-,-,o,-,o,x,owin
3918,o,x,x,-,-,o,-,o,-,owin
3919,o,x,x,-,-,o,o,x,-,owin
3920,o,x,x,-,-,o,o,x,o,xwin
3921,o,x,x,-,-,o,o,-,x,owin
3922,o,x,x,-,-,o,o,-,-,owin
3923,o,x,x,-,-,o,o,o,x,draw
3924,o,x,x,-,o,x,x,o,o,owin
3925,o,x,x,-,o,x,-,-,o,owin
3926,o,x,x,-,o,x,-,o,-,owin
3927,o,x,x,-,o,x,-,o,o,owin
3928,o,x,x,-,o,x,o,x,o,owin
3929,o,x,x,-,o,x,o,-,-,owin
3930,o,x,x,-,o,x,o,-,o,owin
3931,o,x,x,-,o,x,o,o,x,xwin
3932,o,x,x,-,o,x,o,o,-,xwin
3933,o,x,x,-,o,-,x,-,o,owin
3934,o,x,x,-,o,-,x,o,-,owin
3935,o,x,x,-,o,-,x,o,o,owin
3936,o,x,x,-,o,-,-,x,o,owin
3937,o,x,x,-,o,-,-,-,-,owin
3938,o,x,x,-,o,-,-,-,o,owin
3939,o,x,x,-,o,-,-,o,x,draw
3940,o,x,x,-,o,-,-,o,-,draw
3941,o,x,x,-,o,-,o,x,-,owin
3942,o,x,x,-,o,-,o,x,o,owin
3943,o,x,x,-,o,-,o,-,x,owin
3944,o,x,x,-,o,-,o,-,-,owin
3945,o,x,x,-,o,-,o,o,x,xwin
3946,o,x,x,-,o,o,x,x,o,owin
3947,o,x,x,-,o,o,x,-,-,owin
3948,o,x,x,-,o,o,x,-,o,owin
3949,o,x,x,-,o,o,x,o,x,owin
3950,o,x,x,-,o,o,x,o,-,owin
3951,o,x,x,-,o,o,-,x,-,owin
3952,o,x,x,-,o,o,-,x,o,owin
3953,o,x,x,-,o,o,-,-,x,owin
3954,o,x,x,-,o,o,-,-,-,owin
3955,o,x,x,-,o,o,-,o,x,draw
3956,o,x,x,-,o,o,o,x,x,owin
3957,o,x,x,-,o,o,o,x,-,owin
3958,o,x,x,-,o,o,o,-,x,draw
3959,o,x,x,o,x,x,-,o,o,owin
3960,o,x,x,o,x,x,o,-,o,owin
3961,o,x,x,o,x,x,o,o,-,owin
3962,o,x,x,o,x,x,o,o,o,owin
3963,o,x,x,o,x,-,x,o,o,xwin
3964,o,x,x,o,x,-,-,-,o,owin
3965,o,x,x,o,x,-,-,o,-,owin
3966,o,x,x,o,x,-,-,o,o,xwin
3967,o,x,x,o,x,-,o,-,-,owin
3968,o,x,x,o,x,-,o,-,o,owin
3969,o,x,x,o,x,-,o,o,x,owin
3970,o,x,x,o,x,-,o,o,-,owin
3971,o,x,x,o,x,o,x,-,o,xwin
3972,o,x,x,o,x,o,x,o,-,xwin
3973,o,x,x,o,x,o,x,o,o,xwin
3974,o,x,x,o,x,o,-,x,o,xwin
3975,o,x,x,o,x,o,-,-,-,owin
3976,o,x,x,o,x,o,-,-,o,xwin
3977,o,x,x,o,x,o,-,o,x,owin
3978,o,x,x,o,x,o,-,o,-,xwin
3979,o,x,x,o,x,o,o,-,x,owin
3980,o,x,x,o,x,o,o,-,-,owin
3981,o,x,x,o,x,o,o,o,x,owin
3982,o,x,x,o,-,x,x,o,o,owin
3983,o,x,x,o,-,x,-,-,o,owin
3984,o,x,x,o,-,x,-,o,-,owin
3985,o,x,x,o,-,x,-,o,o,owin
3986,o,x,x,o,-,x,o,x,o,owin
3987,o,x,x,o,-,x,o,-,-,owin
3988,o,x,x,o,-,x,o,-,o,owin
3989,o,x,x,o,-,x,o,o,-,owin
3990,o,x,x,o,-,-,x,-,o,owin
3991,o,x,x,o,-,-,x,o,-,owin
3992,o,x,x,o,-,-,x,o,o,xwin
3993,o,x,x,o,-,-,-,x,o,owin
3994,o,x,x,o,-,-,-,-,-,owin
3995,o,x,x,o,-,-,-,-,o,owin
3996,o,x,x,o,-,-,-,o,x,owin
3997,o,x,x,o,-,-,-,o,-,owin
3998,o,x,x,o,-,-,o,x,-,owin
3999,o,x,x,o,-,-,o,x,o,owin
4000,o,x,x,o,-,-,o,-,x,owin
4001,o,x,x,o,-,-,o,-,-,owin
4002,o,x,x,o,-,-,o,o,x,owin
4003,o,x,x,o,-,o,x,x,o,owin
4004,o,x,x,o,-,o,x,-,-,owin
4005,o,x,x,o,-,o,x,-,o,xwin
4006,o,x,x,o,-,o,x,o,x,owin
4007,o,x,x,o,-,o,x,o,-,xwin
4008,o,x,x,o,-,o,-,x,-,owin
4009,o,x,x,o,-,o,-,x,o,xwin
4010,o,x,x,o,-,o,-,-,x,owin
4011,o,x,x,o,-,o,-,-,-,owin
4012,o,x,x,o,-,o,-,o,x,owin
4013,o,x,x,o,-,o,o,x,x,owin
4014,o,x,x,o,-,o,o,x,-,owin
4015,o,x,x,o,-,o,o,-,x,owin
4016,o,x,x,o,o,x,x,-,o,owin
4017,o,x,x,o,o,x,x,o,-,owin
4018,o,x,x,o,o,x,x,o,o,owin
4019,o,x,x,o,o,x,-,x,o,owin
4020,o,x,x,o,o,x,-,-,-,owin
4021,o,x,x,o,o,x,-,-,o,owin
4022,o,x,x,o,o,x,-,o,x,xwin
4023,o,x,x,o,o,x,-,o,-,xwin
4024,o,x,x,o,o,x,o,x,-,owin
4025,o,x,x,o,o,x,o,x,o,owin
4026,o,x,x,o,o,x,o,-,-,owin
4027,o,x,x,o,o,-,x,x,o,owin
4028,o,x,x,o,o,-,x,-,-,owin
4029,o,x,x,o,o,-,x,-,o,owin
4030,o,x,x,o,o,-,x,o,x,owin
4031,o,x,x,o,o,-,x,o,-,owin
4032,o,x,x,o,o,-,-,x,-,owin
4033,o,x,x,o,o,-,-,x,o,owin
4034,o,x,x,o,o,-,-,-,x,owin
4035,o,x,x,o,o,-,-,-,-,owin
4036,o,x,x,o,o,-,-,o,x,xwin
4037,o,x,x,o,o,-,o,x,x,owin
4038,o,x,x,o,o,-,o,x,-,owin
4039,o,x,x,o,o,-,o,-,x,owin
4040,o,x,x,o,o,o,x,x,-,owin
4041,o,x,x,o,o,o,x,x,o,owin
4042,o,x,x,o,o,o,x,-,x,owin
4043,o,x,x,o,o,o,x,-,-,owin
4044,o,x,x,o,o,o,x,o,x,owin
4045,o,x,x,o,o,o,-,x,x,owin
4046,o,x,x,o,o,o,-,x,-,owin
4047,o,x,x,o,o,o,-,-,x,owin
4048,o,x,x,o,o,o,o,x,x,owin
4049,o,x,-,x,x,-,-,o,o,owin
4050,o,x,-,x,x,-,o,-,o,owin
4051,o,x,-,x,x,-,o,o,-,owin
4052,o,x,-,x,x,-,o,o,o,owin
4053,o,x,-,x,x,o,x,o,o,owin
4054,o,x,-,x,x,o,-,-,o,owin
4055,o,x,-,x,x,o,-,o,-,owin
4056,o,x,-,x,x,o,-,o,o,owin
4057,o,x,-,x,x,o,o,x,o,xwin
4058,o,x,-,x,x,o,o,-,-,draw
4059,o,x,-,x,x,o,o,-,o,xwin
4060,o,x,-,x,x,o,o,o,x,draw
4061,o,x,-,x,x,o,o,o,-,draw
4062,o,x,-,x,-,x,-,o,o,owin
4063,o,x,-,x,-,x,o,-,o,owin
4064,o,x,-,x,-,x,o,o,-,owin
4065,o,x,-,x,-,x,o,o,o,owin
4066,o,x,-,x,-,-,x,o,o,owin
4067,o,x,-,x,-,-,-,-,o,owin
